group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved,train_n
group_aoi,2,2,hgb16,0.04,654,0.06737091962871082,0.06756143900744452,-0.0001905193787336973,1,1990
group_aoi,2,2,hgb16,0.06,654,0.06737148310348542,0.06756143900744452,-0.00018995590395909367,1,1990
group_aoi,2,2,hgb16,0.08,654,0.06737148310348542,0.06756143900744452,-0.00018995590395909367,1,1990
group_aoi,2,3,hgb16,0.02,675,0.05136080612274582,0.051111738380255366,0.00024906774249045666,0,1969
group_aoi,2,3,hgb16,0.04,675,0.051509916592168276,0.051111738380255366,0.00039817821191290986,0,1969
group_aoi,2,3,hgb16,0.06,675,0.05151631788287586,0.051111738380255366,0.00040457950262049597,0,1969
group_aoi,2,3,hgb16,0.08,675,0.05151631788287586,0.051111738380255366,0.00040457950262049597,0,1969
group_aoiyear,0,1,ridge30,0.02,545,0.08867320087904564,0.08854949557261499,0.00012370530643064648,0,2099
group_aoiyear,0,1,ridge30,0.04,545,0.08880369346954854,0.08854949557261499,0.0002541978969335529,0,2099
group_aoiyear,0,1,ridge30,0.06,545,0.08880534469323166,0.08854949557261499,0.00025584912061667187,0,2099
group_aoiyear,0,1,ridge30,0.08,545,0.08880534469323166,0.08854949557261499,0.00025584912061667187,0,2099
