dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
exact,exact_2021,all,0.275000000,0.100000000,0.400000000,-0.200000000,130,0.884615385,0.077088345,0.077387357,-0.000299012
exact,exact_2022,all,0.275000000,0.100000000,0.400000000,-0.200000000,192,0.812500000,0.066042238,0.066272689,-0.000230451
exact,exact_2023,all,0.275000000,0.100000000,0.400000000,-0.200000000,169,0.958579882,0.068465469,0.070414864,-0.001949395
exact,exact_2024,all,0.275000000,0.100000000,0.400000000,-0.200000000,152,0.927631579,0.050632619,0.051296766,-0.000664147
random,random_0,all,0.275000000,0.100000000,0.400000000,-0.200000000,2644,0.695537065,0.072552476,0.073463583,-0.000911107
random,random_0,year2025,0.275000000,0.100000000,0.400000000,-0.200000000,756,0.940476190,0.051491419,0.052460384,-0.000968964
random,random_1,all,0.275000000,0.100000000,0.400000000,-0.200000000,2644,0.692133132,0.065491238,0.066562168,-0.001070930
random,random_1,year2025,0.275000000,0.100000000,0.400000000,-0.200000000,756,0.933862434,0.054811602,0.054950097,-0.000138495
random,random_2,all,0.275000000,0.100000000,0.400000000,-0.200000000,2644,0.669062027,0.067478977,0.068383608,-0.000904631
random,random_2,year2025,0.275000000,0.100000000,0.400000000,-0.200000000,756,0.927248677,0.075569119,0.076581138,-0.001012019
exact,exact_2019,all,0.300000000,0.100000000,0.250000000,-0.100000000,249,0.879518072,0.056167325,0.057273418,-0.001106092
exact,exact_2020,all,0.300000000,0.100000000,0.250000000,-0.100000000,222,0.941441441,0.055132025,0.055354013,-0.000221988
exact,exact_2021,all,0.300000000,0.100000000,0.250000000,-0.100000000,130,0.884615385,0.077122316,0.077474444,-0.000352128
exact,exact_2022,all,0.300000000,0.100000000,0.250000000,-0.100000000,192,0.812500000,0.065785084,0.066181761,-0.000396677
exact,exact_2023,all,0.300000000,0.100000000,0.250000000,-0.100000000,169,0.958579882,0.068866421,0.070290684,-0.001424263
exact,exact_2024,all,0.300000000,0.100000000,0.250000000,-0.100000000,152,0.927631579,0.050814676,0.051365516,-0.000550841
random,random_0,all,0.300000000,0.100000000,0.250000000,-0.100000000,2644,0.695537065,0.072625478,0.073506286,-0.000880808
random,random_0,year2025,0.300000000,0.100000000,0.250000000,-0.100000000,756,0.940476190,0.051648706,0.052469536,-0.000820830
random,random_1,all,0.300000000,0.100000000,0.250000000,-0.100000000,2644,0.692133132,0.065616236,0.066596540,-0.000980304
random,random_1,year2025,0.300000000,0.100000000,0.250000000,-0.100000000,756,0.933862434,0.054533138,0.054868271,-0.000335133
random,random_2,all,0.300000000,0.100000000,0.250000000,-0.100000000,2644,0.669062027,0.067570192,0.068470286,-0.000900094
random,random_2,year2025,0.300000000,0.100000000,0.250000000,-0.100000000,756,0.927248677,0.075650693,0.076565025,-0.000914332
exact,exact_2019,all,0.300000000,0.100000000,0.250000000,-0.125000000,249,0.879518072,0.056202083,0.057273418,-0.001071334
exact,exact_2020,all,0.300000000,0.100000000,0.250000000,-0.125000000,222,0.941441441,0.055113471,0.055354013,-0.000240541
exact,exact_2021,all,0.300000000,0.100000000,0.250000000,-0.125000000,130,0.884615385,0.077112923,0.077474444,-0.000361522
exact,exact_2022,all,0.300000000,0.100000000,0.250000000,-0.125000000,192,0.812500000,0.065819873,0.066181761,-0.000361888
exact,exact_2023,all,0.300000000,0.100000000,0.250000000,-0.125000000,169,0.958579882,0.068803638,0.070290684,-0.001487046
exact,exact_2024,all,0.300000000,0.100000000,0.250000000,-0.125000000,152,0.927631579,0.050780922,0.051365516,-0.000584594
random,random_0,all,0.300000000,0.100000000,0.250000000,-0.125000000,2644,0.695537065,0.072606230,0.073506286,-0.000900056
random,random_0,year2025,0.300000000,0.100000000,0.250000000,-0.125000000,756,0.940476190,0.051633213,0.052469536,-0.000836322
random,random_1,all,0.300000000,0.100000000,0.250000000,-0.125000000,2644,0.692133132,0.065608197,0.066596540,-0.000988342
random,random_1,year2025,0.300000000,0.100000000,0.250000000,-0.125000000,756,0.933862434,0.054542721,0.054868271,-0.000325550
random,random_2,all,0.300000000,0.100000000,0.250000000,-0.125000000,2644,0.669062027,0.067555123,0.068470286,-0.000915162
random,random_2,year2025,0.300000000,0.100000000,0.250000000,-0.125000000,756,0.927248677,0.075637306,0.076565025,-0.000927719
exact,exact_2019,all,0.300000000,0.100000000,0.250000000,-0.150000000,249,0.879518072,0.056241831,0.057273418,-0.001031586
exact,exact_2020,all,0.300000000,0.100000000,0.250000000,-0.150000000,222,0.941441441,0.055096987,0.055354013,-0.000257025
exact,exact_2021,all,0.300000000,0.100000000,0.250000000,-0.150000000,130,0.884615385,0.077105452,0.077474444,-0.000368993
exact,exact_2022,all,0.300000000,0.100000000,0.250000000,-0.150000000,192,0.812500000,0.065857429,0.066181761,-0.000324332
exact,exact_2023,all,0.300000000,0.100000000,0.250000000,-0.150000000,169,0.958579882,0.068742177,0.070290684,-0.001548507
exact,exact_2024,all,0.300000000,0.100000000,0.250000000,-0.150000000,152,0.927631579,0.050748543,0.051365516,-0.000616973
random,random_0,all,0.300000000,0.100000000,0.250000000,-0.150000000,2644,0.695537065,0.072588814,0.073506286,-0.000917472
random,random_0,year2025,0.300000000,0.100000000,0.250000000,-0.150000000,756,0.940476190,0.051620325,0.052469536,-0.000849211
random,random_1,all,0.300000000,0.100000000,0.250000000,-0.150000000,2644,0.692133132,0.065602054,0.066596540,-0.000994486
random,random_1,year2025,0.300000000,0.100000000,0.250000000,-0.150000000,756,0.933862434,0.054554703,0.054868271,-0.000313567
random,random_2,all,0.300000000,0.100000000,0.250000000,-0.150000000,2644,0.669062027,0.067542119,0.068470286,-0.000928167
random,random_2,year2025,0.300000000,0.100000000,0.250000000,-0.150000000,756,0.927248677,0.075625868,0.076565025,-0.000939157
exact,exact_2019,all,0.300000000,0.100000000,0.250000000,-0.175000000,249,0.879518072,0.056286558,0.057273418,-0.000986860
exact,exact_2020,all,0.300000000,0.100000000,0.250000000,-0.175000000,222,0.941441441,0.055082575,0.055354013,-0.000271438
exact,exact_2021,all,0.300000000,0.100000000,0.250000000,-0.175000000,130,0.884615385,0.077099903,0.077474444,-0.000374541
exact,exact_2022,all,0.300000000,0.100000000,0.250000000,-0.175000000,192,0.812500000,0.065897746,0.066181761,-0.000284014
exact,exact_2023,all,0.300000000,0.100000000,0.250000000,-0.175000000,169,0.958579882,0.068682042,0.070290684,-0.001608642
exact,exact_2024,all,0.300000000,0.100000000,0.250000000,-0.175000000,152,0.927631579,0.050717541,0.051365516,-0.000647976
random,random_0,all,0.300000000,0.100000000,0.250000000,-0.175000000,2644,0.695537065,0.072573231,0.073506286,-0.000933055
random,random_0,year2025,0.300000000,0.100000000,0.250000000,-0.175000000,756,0.940476190,0.051610042,0.052469536,-0.000859493
random,random_1,all,0.300000000,0.100000000,0.250000000,-0.175000000,2644,0.692133132,0.065597805,0.066596540,-0.000998734
random,random_1,year2025,0.300000000,0.100000000,0.250000000,-0.175000000,756,0.933862434,0.054569084,0.054868271,-0.000299187
random,random_2,all,0.300000000,0.100000000,0.250000000,-0.175000000,2644,0.669062027,0.067531180,0.068470286,-0.000939105
random,random_2,year2025,0.300000000,0.100000000,0.250000000,-0.175000000,756,0.927248677,0.075616380,0.076565025,-0.000948646
exact,exact_2019,all,0.300000000,0.100000000,0.250000000,-0.200000000,249,0.879518072,0.056336251,0.057273418,-0.000937166
exact,exact_2020,all,0.300000000,0.100000000,0.250000000,-0.200000000,222,0.941441441,0.055070235,0.055354013,-0.000283777
exact,exact_2021,all,0.300000000,0.100000000,0.250000000,-0.200000000,130,0.884615385,0.077096279,0.077474444,-0.000378166
exact,exact_2022,all,0.300000000,0.100000000,0.250000000,-0.200000000,192,0.812500000,0.065940821,0.066181761,-0.000240940
exact,exact_2023,all,0.300000000,0.100000000,0.250000000,-0.200000000,169,0.958579882,0.068623237,0.070290684,-0.001667447
exact,exact_2024,all,0.300000000,0.100000000,0.250000000,-0.200000000,152,0.927631579,0.050687917,0.051365516,-0.000677599
random,random_0,all,0.300000000,0.100000000,0.250000000,-0.200000000,2644,0.695537065,0.072559482,0.073506286,-0.000946804
random,random_0,year2025,0.300000000,0.100000000,0.250000000,-0.200000000,756,0.940476190,0.051602367,0.052469536,-0.000867169
random,random_1,all,0.300000000,0.100000000,0.250000000,-0.200000000,2644,0.692133132,0.065595453,0.066596540,-0.001001086
random,random_1,year2025,0.300000000,0.100000000,0.250000000,-0.200000000,756,0.933862434,0.054585860,0.054868271,-0.000282410
random,random_2,all,0.300000000,0.100000000,0.250000000,-0.200000000,2644,0.669062027,0.067522308,0.068470286,-0.000947977
random,random_2,year2025,0.300000000,0.100000000,0.250000000,-0.200000000,756,0.927248677,0.075608841,0.076565025,-0.000956184
exact,exact_2019,all,0.300000000,0.100000000,0.275000000,-0.100000000,249,0.879518072,0.056141774,0.057273418,-0.001131644
exact,exact_2020,all,0.300000000,0.100000000,0.275000000,-0.100000000,222,0.941441441,0.055161454,0.055354013,-0.000192559
exact,exact_2021,all,0.300000000,0.100000000,0.275000000,-0.100000000,130,0.884615385,0.077128725,0.077474444,-0.000345719
exact,exact_2022,all,0.300000000,0.100000000,0.275000000,-0.100000000,192,0.812500000,0.065779018,0.066181761,-0.000402743
exact,exact_2023,all,0.300000000,0.100000000,0.275000000,-0.100000000,169,0.958579882,0.068812083,0.070290684,-0.001478601
exact,exact_2024,all,0.300000000,0.100000000,0.275000000,-0.100000000,152,0.927631579,0.050810779,0.051365516,-0.000554738
random,random_0,all,0.300000000,0.100000000,0.275000000,-0.100000000,2644,0.695537065,0.072621309,0.073506286,-0.000884977
random,random_0,year2025,0.300000000,0.100000000,0.275000000,-0.100000000,756,0.940476190,0.051618856,0.052469536,-0.000850680
random,random_1,all,0.300000000,0.100000000,0.275000000,-0.100000000,2644,0.692133132,0.065593778,0.066596540,-0.001002762
random,random_1,year2025,0.300000000,0.100000000,0.275000000,-0.100000000,756,0.933862434,0.054546999,0.054868271,-0.000321272
random,random_2,all,0.300000000,0.100000000,0.275000000,-0.100000000,2644,0.669062027,0.067564250,0.068470286,-0.000906035
random,random_2,year2025,0.300000000,0.100000000,0.275000000,-0.100000000,756,0.927248677,0.075634244,0.076565025,-0.000930781
exact,exact_2019,all,0.300000000,0.100000000,0.275000000,-0.125000000,249,0.879518072,0.056176887,0.057273418,-0.001096530
exact,exact_2020,all,0.300000000,0.100000000,0.275000000,-0.125000000,222,0.941441441,0.055143188,0.055354013,-0.000210825
exact,exact_2021,all,0.300000000,0.100000000,0.275000000,-0.125000000,130,0.884615385,0.077119745,0.077474444,-0.000354699
exact,exact_2022,all,0.300000000,0.100000000,0.275000000,-0.125000000,192,0.812500000,0.065813783,0.066181761,-0.000367978
exact,exact_2023,all,0.300000000,0.100000000,0.275000000,-0.125000000,169,0.958579882,0.068749621,0.070290684,-0.001541063
exact,exact_2024,all,0.300000000,0.100000000,0.275000000,-0.125000000,152,0.927631579,0.050777086,0.051365516,-0.000588431
random,random_0,all,0.300000000,0.100000000,0.275000000,-0.125000000,2644,0.695537065,0.072601980,0.073506286,-0.000904306
random,random_0,year2025,0.300000000,0.100000000,0.275000000,-0.125000000,756,0.940476190,0.051603465,0.052469536,-0.000866071
random,random_1,all,0.300000000,0.100000000,0.275000000,-0.125000000,2644,0.692133132,0.065585773,0.066596540,-0.001010767
random,random_1,year2025,0.300000000,0.100000000,0.275000000,-0.125000000,756,0.933862434,0.054556633,0.054868271,-0.000311637
random,random_2,all,0.300000000,0.100000000,0.275000000,-0.125000000,2644,0.669062027,0.067549168,0.068470286,-0.000921118
random,random_2,year2025,0.300000000,0.100000000,0.275000000,-0.125000000,756,0.927248677,0.075620924,0.076565025,-0.000944101
exact,exact_2019,all,0.300000000,0.100000000,0.275000000,-0.150000000,249,0.879518072,0.056216992,0.057273418,-0.001056426
exact,exact_2020,all,0.300000000,0.100000000,0.275000000,-0.150000000,222,0.941441441,0.055126991,0.055354013,-0.000227022
exact,exact_2021,all,0.300000000,0.100000000,0.275000000,-0.150000000,130,0.884615385,0.077112687,0.077474444,-0.000361757
exact,exact_2022,all,0.300000000,0.100000000,0.275000000,-0.150000000,192,0.812500000,0.065851314,0.066181761,-0.000330447
exact,exact_2023,all,0.300000000,0.100000000,0.275000000,-0.150000000,169,0.958579882,0.068688482,0.070290684,-0.001602202
exact,exact_2024,all,0.300000000,0.100000000,0.275000000,-0.150000000,152,0.927631579,0.050744767,0.051365516,-0.000620749
random,random_0,all,0.300000000,0.100000000,0.275000000,-0.150000000,2644,0.695537065,0.072584483,0.073506286,-0.000921803
random,random_0,year2025,0.300000000,0.100000000,0.275000000,-0.150000000,756,0.940476190,0.051590680,0.052469536,-0.000878856
random,random_1,all,0.300000000,0.100000000,0.275000000,-0.150000000,2644,0.692133132,0.065579664,0.066596540,-0.001016876
random,random_1,year2025,0.300000000,0.100000000,0.275000000,-0.150000000,756,0.933862434,0.054568667,0.054868271,-0.000299604
random,random_2,all,0.300000000,0.100000000,0.275000000,-0.150000000,2644,0.669062027,0.067536150,0.068470286,-0.000934136
random,random_2,year2025,0.300000000,0.100000000,0.275000000,-0.150000000,756,0.927248677,0.075609553,0.076565025,-0.000955472
exact,exact_2019,all,0.300000000,0.100000000,0.275000000,-0.175000000,249,0.879518072,0.056262077,0.057273418,-0.001011340
exact,exact_2020,all,0.300000000,0.100000000,0.275000000,-0.175000000,222,0.941441441,0.055112865,0.055354013,-0.000241148
exact,exact_2021,all,0.300000000,0.100000000,0.275000000,-0.175000000,130,0.884615385,0.077107552,0.077474444,-0.000366892
exact,exact_2022,all,0.300000000,0.100000000,0.275000000,-0.175000000,192,0.812500000,0.065891608,0.066181761,-0.000290153
exact,exact_2023,all,0.300000000,0.100000000,0.275000000,-0.175000000,169,0.958579882,0.068628670,0.070290684,-0.001662014
exact,exact_2024,all,0.300000000,0.100000000,0.275000000,-0.175000000,152,0.927631579,0.050713826,0.051365516,-0.000651691
random,random_0,all,0.300000000,0.100000000,0.275000000,-0.175000000,2644,0.695537065,0.072568819,0.073506286,-0.000937467
random,random_0,year2025,0.300000000,0.100000000,0.275000000,-0.175000000,756,0.940476190,0.051580502,0.052469536,-0.000889034
random,random_1,all,0.300000000,0.100000000,0.275000000,-0.175000000,2644,0.692133132,0.065575451,0.066596540,-0.001021088
random,random_1,year2025,0.300000000,0.100000000,0.275000000,-0.175000000,756,0.933862434,0.054583098,0.054868271,-0.000285172
random,random_2,all,0.300000000,0.100000000,0.275000000,-0.175000000,2644,0.669062027,0.067525197,0.068470286,-0.000945088
random,random_2,year2025,0.300000000,0.100000000,0.275000000,-0.175000000,756,0.927248677,0.075600133,0.076565025,-0.000964892
exact,exact_2019,all,0.300000000,0.100000000,0.275000000,-0.200000000,249,0.879518072,0.056312131,0.057273418,-0.000961287
exact,exact_2020,all,0.300000000,0.100000000,0.275000000,-0.200000000,222,0.941441441,0.055100810,0.055354013,-0.000253202
exact,exact_2021,all,0.300000000,0.100000000,0.275000000,-0.200000000,130,0.884615385,0.077104340,0.077474444,-0.000370104
exact,exact_2022,all,0.300000000,0.100000000,0.275000000,-0.200000000,192,0.812500000,0.065934659,0.066181761,-0.000247102
exact,exact_2023,all,0.300000000,0.100000000,0.275000000,-0.200000000,169,0.958579882,0.068570190,0.070290684,-0.001720494
exact,exact_2024,all,0.300000000,0.100000000,0.275000000,-0.200000000,152,0.927631579,0.050684264,0.051365516,-0.000681253
random,random_0,all,0.300000000,0.100000000,0.275000000,-0.200000000,2644,0.695537065,0.072554990,0.073506286,-0.000951296
random,random_0,year2025,0.300000000,0.100000000,0.275000000,-0.200000000,756,0.940476190,0.051572933,0.052469536,-0.000896603
random,random_1,all,0.300000000,0.100000000,0.275000000,-0.200000000,2644,0.692133132,0.065573135,0.066596540,-0.001023404
random,random_1,year2025,0.300000000,0.100000000,0.275000000,-0.200000000,756,0.933862434,0.054599925,0.054868271,-0.000268346
random,random_2,all,0.300000000,0.100000000,0.275000000,-0.200000000,2644,0.669062027,0.067516312,0.068470286,-0.000953973
random,random_2,year2025,0.300000000,0.100000000,0.275000000,-0.200000000,756,0.927248677,0.075592663,0.076565025,-0.000972362
exact,exact_2019,all,0.300000000,0.100000000,0.300000000,-0.100000000,249,0.879518072,0.056121975,0.057273418,-0.001151442
exact,exact_2020,all,0.300000000,0.100000000,0.300000000,-0.100000000,222,0.941441441,0.055194680,0.055354013,-0.000159333
exact,exact_2021,all,0.300000000,0.100000000,0.300000000,-0.100000000,130,0.884615385,0.077136254,0.077474444,-0.000338190
exact,exact_2022,all,0.300000000,0.100000000,0.300000000,-0.100000000,192,0.812500000,0.065776551,0.066181761,-0.000405210
exact,exact_2023,all,0.300000000,0.100000000,0.300000000,-0.100000000,169,0.958579882,0.068760260,0.070290684,-0.001530424
exact,exact_2024,all,0.300000000,0.100000000,0.300000000,-0.100000000,152,0.927631579,0.050809058,0.051365516,-0.000556458
random,random_0,all,0.300000000,0.100000000,0.300000000,-0.100000000,2644,0.695537065,0.072620725,0.073506286,-0.000885561
random,random_0,year2025,0.300000000,0.100000000,0.300000000,-0.100000000,756,0.940476190,0.051592778,0.052469536,-0.000876758
random,random_1,all,0.300000000,0.100000000,0.300000000,-0.100000000,2644,0.692133132,0.065575231,0.066596540,-0.001021309
