radius,method,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
4,mean,bucket_0.01_0.05,0.06575027389301216,0.06178252258956147,0.06954577503230562
16,mean,bucket_0.005_0.02,0.06575027655898848,0.06175626656883431,0.06958692136404354
8,median,bucket_0.005_0.02,0.0657502957986295,0.06176605710480051,0.06957965474584625
16,mean,bucket_0_0.03,0.06575158585772174,0.06175041944266452,0.0695768422697806
8,median,bucket_0_0.03,0.06575187320287826,0.0617639376337451,0.06956824101347944
16,mean,bucket_0.01_0,0.06575190834844556,0.061766994386565306,0.06960992588891039
16,median,local_plus_direct_-0.02,0.06575232923145968,0.061736610007007524,0.06963196624272354
8,mean,bucket_0.005_0.03,0.0657531472366921,0.061767900215927436,0.06957201632024294
8,median,bucket_0.01_0,0.06575340127585891,0.06177092427448708,0.06960808497619188
4,median,local_plus_direct_-0.01,0.06575357601653485,0.061725771384318215,0.06963608295691247
16,median,bucket_0_0.03,0.06575384348607266,0.06175602370142075,0.06957442596465661
4,mean,local_plus_direct_0.015,0.0657540989246627,0.061783702433476854,0.06957247287667805
16,mean,bucket_0.01_0.005,0.06575599948858055,0.06177059241548027,0.06960832416582212
8,mean,bucket_0.01_0.02,0.06575685143786088,0.06177492066743209,0.06958655739401033
4,mean,local_plus_direct_-0.01,0.06575693481946998,0.061741814332153415,0.06963906927479138
8,median,bucket_0.01_0.005,0.06575753946863674,0.061776669349416224,0.06960510646425984
4,median,bucket_0.01_0.05,0.06575926267843149,0.06180561348129461,0.06955274797969799
16,median,bucket_0.005_0.02,0.06576004013593058,0.06176782424188785,0.06959259802701938
16,mean,bucket_0.01_0.01,0.06576040342243722,0.06177457925764646,0.06960695025652859
16,mean,local_plus_direct_0.01,0.06576040342243722,0.06177457925764646,0.06960695025652859
2,mean,local_plus_direct_-0.01,0.06576046443333841,0.06176081370118678,0.06963007162885079
16,mean,bucket_0.005_0.03,0.0657612762382249,0.061766965392140126,0.0695857681289038
8,median,bucket_0.005_0.03,0.06576139242808463,0.061781426824873725,0.06957554467416505
8,median,local_plus_direct_0.01,0.065761990738127,0.06178284489033295,0.06960233324489558
8,median,bucket_0.01_0.01,0.065761990738127,0.06178284489033295,0.06960233324489558
2,mean,local_plus_direct_0.015,0.06576224929192803,0.061768455505461804,0.06960051274639482
2,median,local_plus_direct_-0.01,0.06576271978348129,0.06175968761452991,0.0696315180786261
2,median,local_plus_direct_0.015,0.06576404047858093,0.061775698851165094,0.06960272615995532
8,mean,bucket_0.01_0.03,0.06576719352573192,0.06178847700644279,0.06958312898767721
4,median,local_plus_direct_0.015,0.06576942344889461,0.061819844047506144,0.06958442084801292
16,median,bucket_0.01_0,0.06577006012361541,0.061784525575513775,0.06962583081566477
16,mean,bucket_0.01_0.02,0.06577014941551884,0.06178371907331516,0.06960488593104984
8,median,bucket_0.01_0.02,0.0657718322485152,0.061796486844917606,0.06959740278021627
16,median,bucket_0.005_0.03,0.0657718789205869,0.061780529976437334,0.0695906550183781
16,mean,local_plus_direct_-0.02,0.06577218362517748,0.061755420111671754,0.0696464172443037
8,mean,bucket_0_0.05,0.06577405659819271,0.061790790071600925,0.06956589296978972
16,median,bucket_0.01_0.005,0.06577447102872128,0.06178896759192027,0.06962381740724465
8,mean,local_plus_direct_0.015,0.065776781055022,0.06180070502252387,0.06960899996535361
16,mean,bucket_0_0.05,0.06577733864876778,0.06177648555313192,0.06957727086969562
8,mean,bucket_0.005_0.05,0.06577750488705655,0.06179999740752957,0.06956770181610997
1,mean,local_plus_direct_0.015,0.0657777747953603,0.06186557288881818,0.06960905484099589
1,median,local_plus_direct_0.015,0.0657777747953603,0.06186557288881818,0.06960905484099589
8,median,bucket_0_0.05,0.06577782329628856,0.06179984508354769,0.06956248577094513
16,median,local_plus_direct_0.01,0.06577921669675406,0.061793833588131765,0.06962203558744336
16,median,bucket_0.01_0.01,0.06577921669675406,0.061793833588131765,0.06962203558744336
16,mean,bucket_0.01_0.03,0.06578114577168999,0.06179441314361066,0.0696037329935575
16,median,bucket_0_0.05,0.06578154183019072,0.06178652979489436,0.06957332063757016
4,mean,bucket_0.02_0,0.06578216644451716,0.06181659016816978,0.06960118801672473
8,median,bucket_0.01_0.03,0.06578292524508236,0.06181184899853607,0.06959329375670639
4,mean,bucket_0.02_0.005,0.06578298221219124,0.06181893699651999,0.06959780272015031
4,mean,bucket_0.02_0.01,0.0657840565785429,0.06182155905356348,0.06959456907831203
4,mean,local_plus_direct_0.02,0.06578698105355135,0.06182762870998821,0.06958855684241744
4,mean,bucket_0.02_0.02,0.06578698105355135,0.06182762870998821,0.06958855684241744
16,mean,bucket_0.005_0.05,0.06578702523590385,0.06179302452304106,0.06958619667384207
8,median,bucket_0.005_0.05,0.06578733876659648,0.06181732411583799,0.06956979003583465
16,median,bucket_0.01_0.02,0.06578971202671714,0.06180483711067674,0.06961916678251301
4,mean,bucket_0.02_0.03,0.06579093973160996,0.061834798813291424,0.06958315146630475
8,median,local_plus_direct_-0.02,0.06579102623376278,0.061763821522388795,0.06967221274188354
8,mean,bucket_0.01_0.05,0.06579154597581453,0.06182056351459119,0.06957881517262827
16,mean,local_plus_direct_0.015,0.06579516687051175,0.06181729945945174,0.06963280024545716
