seed,method,alpha,n,rmse
2,soft_all_r16_l1_p1,0.1500000000,2644,0.0664543409
2,soft_all_r16_l1_p1,0.2000000000,2644,0.0663747389
2,soft_all_r16_l1_p1,0.2500000000,2644,0.0663138384
2,soft_all_r16_l1_p1,0.3000000000,2644,0.0662716911
2,soft_all_r16_l1_p1,0.3500000000,2644,0.0662483327
2,soft_all_r16_l1_p1,0.4000000000,2644,0.0662437831
2,soft_all_r16_l1_p1,0.4500000000,2644,0.0662580461
2,soft_all_r16_l1_p1,0.5000000000,2644,0.0662911097
2,soft_all_r16_l1_p1,0.5500000000,2644,0.0663429457
2,soft_all_r16_l1_p1,0.6000000000,2644,0.0664135101
2,soft_all_r16_l1_p1,0.6500000000,2644,0.0665027434
2,soft_all_r16_l1_p1,0.7000000000,2644,0.0666105704
2,soft_all_r16_l1_p1,0.7500000000,2644,0.0667369012
2,soft_all_r16_l1_p1,0.8000000000,2644,0.0668816308
2,soft_all_r16_l1_p2,0.0000000000,2644,0.0668046092
2,soft_all_r16_l1_p2,0.0500000000,2644,0.0666715509
2,soft_all_r16_l1_p2,0.1000000000,2644,0.0665591242
2,soft_all_r16_l1_p2,0.1500000000,2644,0.0664674338
2,soft_all_r16_l1_p2,0.2000000000,2644,0.0663965656
2,soft_all_r16_l1_p2,0.2500000000,2644,0.0663465864
2,soft_all_r16_l1_p2,0.3000000000,2644,0.0663175434
2,soft_all_r16_l1_p2,0.3500000000,2644,0.0663094641
2,soft_all_r16_l1_p2,0.4000000000,2644,0.0663223562
2,soft_all_r16_l1_p2,0.4500000000,2644,0.0663562074
2,soft_all_r16_l1_p2,0.5000000000,2644,0.0664109857
2,soft_all_r16_l1_p2,0.5500000000,2644,0.0664866393
2,soft_all_r16_l1_p2,0.6000000000,2644,0.0665830972
2,soft_all_r16_l1_p2,0.6500000000,2644,0.0667002690
2,soft_all_r16_l1_p2,0.7000000000,2644,0.0668380458
2,soft_all_r16_l1_p2,0.7500000000,2644,0.0669963005
2,soft_all_r16_l1_p2,0.8000000000,2644,0.0671748884
2,soft_all_r16_l1_p4,0.0000000000,2644,0.0668046092
2,soft_all_r16_l1_p4,0.0500000000,2644,0.0666796515
2,soft_all_r16_l1_p4,0.1000000000,2644,0.0665774780
2,soft_all_r16_l1_p4,0.1500000000,2644,0.0664981937
2,soft_all_r16_l1_p4,0.2000000000,2644,0.0664418807
2,soft_all_r16_l1_p4,0.2500000000,2644,0.0664085973
2,soft_all_r16_l1_p4,0.3000000000,2644,0.0663983782
2,soft_all_r16_l1_p4,0.3500000000,2644,0.0664112341
2,soft_all_r16_l1_p4,0.4000000000,2644,0.0664471514
2,soft_all_r16_l1_p4,0.4500000000,2644,0.0665060930
2,soft_all_r16_l1_p4,0.5000000000,2644,0.0665879976
2,soft_all_r16_l1_p4,0.5500000000,2644,0.0666927806
2,soft_all_r16_l1_p4,0.6000000000,2644,0.0668203344
2,soft_all_r16_l1_p4,0.6500000000,2644,0.0669705289
2,soft_all_r16_l1_p4,0.7000000000,2644,0.0671432122
2,soft_all_r16_l1_p4,0.7500000000,2644,0.0673382112
2,soft_all_r16_l1_p4,0.8000000000,2644,0.0675553327
2,soft_crop_r32_l0_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0_p1,0.0500000000,2644,0.0665680377
2,soft_crop_r32_l0_p1,0.1000000000,2644,0.0663548007
2,soft_crop_r32_l0_p1,0.1500000000,2644,0.0661651238
2,soft_crop_r32_l0_p1,0.2000000000,2644,0.0659992101
2,soft_crop_r32_l0_p1,0.2500000000,2644,0.0658572392
2,soft_crop_r32_l0_p1,0.3000000000,2644,0.0657393663
2,soft_crop_r32_l0_p1,0.3500000000,2644,0.0656457211
2,soft_crop_r32_l0_p1,0.4000000000,2644,0.0655764075
2,soft_crop_r32_l0_p1,0.4500000000,2644,0.0655315026
2,soft_crop_r32_l0_p1,0.5000000000,2644,0.0655110566
2,soft_crop_r32_l0_p1,0.5500000000,2644,0.0655150925
2,soft_crop_r32_l0_p1,0.6000000000,2644,0.0655436058
2,soft_crop_r32_l0_p1,0.6500000000,2644,0.0655965644
2,soft_crop_r32_l0_p1,0.7000000000,2644,0.0656739093
2,soft_crop_r32_l0_p1,0.7500000000,2644,0.0657755544
2,soft_crop_r32_l0_p1,0.8000000000,2644,0.0659013874
2,soft_crop_r32_l0_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0_p2,0.0500000000,2644,0.0665601700
2,soft_crop_r32_l0_p2,0.1000000000,2644,0.0663402020
2,soft_crop_r32_l0_p2,0.1500000000,2644,0.0661449492
2,soft_crop_r32_l0_p2,0.2000000000,2644,0.0659746312
2,soft_crop_r32_l0_p2,0.2500000000,2644,0.0658294415
2,soft_crop_r32_l0_p2,0.3000000000,2644,0.0657095466
2,soft_crop_r32_l0_p2,0.3500000000,2644,0.0656150852
2,soft_crop_r32_l0_p2,0.4000000000,2644,0.0655461673
2,soft_crop_r32_l0_p2,0.4500000000,2644,0.0655028735
2,soft_crop_r32_l0_p2,0.5000000000,2644,0.0654852546
2,soft_crop_r32_l0_p2,0.5500000000,2644,0.0654933313
2,soft_crop_r32_l0_p2,0.6000000000,2644,0.0655270942
2,soft_crop_r32_l0_p2,0.6500000000,2644,0.0655865036
2,soft_crop_r32_l0_p2,0.7000000000,2644,0.0656714898
2,soft_crop_r32_l0_p2,0.7500000000,2644,0.0657819537
2,soft_crop_r32_l0_p2,0.8000000000,2644,0.0659177673
2,soft_crop_r32_l0_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0_p4,0.0500000000,2644,0.0665518622
2,soft_crop_r32_l0_p4,0.1000000000,2644,0.0663250664
2,soft_crop_r32_l0_p4,0.1500000000,2644,0.0661244887
2,soft_crop_r32_l0_p4,0.2000000000,2644,0.0659503685
2,soft_crop_r32_l0_p4,0.2500000000,2644,0.0658029156
2,soft_crop_r32_l0_p4,0.3000000000,2644,0.0656823098
2,soft_crop_r32_l0_p4,0.3500000000,2644,0.0655886991
2,soft_crop_r32_l0_p4,0.4000000000,2644,0.0655221992
2,soft_crop_r32_l0_p4,0.4500000000,2644,0.0654828927
2,soft_crop_r32_l0_p4,0.5000000000,2644,0.0654708287
2,soft_crop_r32_l0_p4,0.5500000000,2644,0.0654860220
2,soft_crop_r32_l0_p4,0.6000000000,2644,0.0655284539
2,soft_crop_r32_l0_p4,0.6500000000,2644,0.0655980714
2,soft_crop_r32_l0_p4,0.7000000000,2644,0.0656947882
2,soft_crop_r32_l0_p4,0.7500000000,2644,0.0658184846
2,soft_crop_r32_l0_p4,0.8000000000,2644,0.0659690091
2,soft_crop_r32_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0.25_p1,0.0500000000,2644,0.0665797245
2,soft_crop_r32_l0.25_p1,0.1000000000,2644,0.0663766712
2,soft_crop_r32_l0.25_p1,0.1500000000,2644,0.0661956502
2,soft_crop_r32_l0.25_p1,0.2000000000,2644,0.0660368426
2,soft_crop_r32_l0.25_p1,0.2500000000,2644,0.0659004091
2,soft_crop_r32_l0.25_p1,0.3000000000,2644,0.0657864889
2,soft_crop_r32_l0.25_p1,0.3500000000,2644,0.0656951990
2,soft_crop_r32_l0.25_p1,0.4000000000,2644,0.0656266340
2,soft_crop_r32_l0.25_p1,0.4500000000,2644,0.0655808650
2,soft_crop_r32_l0.25_p1,0.5000000000,2644,0.0655579399
2,soft_crop_r32_l0.25_p1,0.5500000000,2644,0.0655578826
2,soft_crop_r32_l0.25_p1,0.6000000000,2644,0.0655806932
2,soft_crop_r32_l0.25_p1,0.6500000000,2644,0.0656263478
2,soft_crop_r32_l0.25_p1,0.7000000000,2644,0.0656947988
2,soft_crop_r32_l0.25_p1,0.7500000000,2644,0.0657859751
2,soft_crop_r32_l0.25_p1,0.8000000000,2644,0.0658997822
2,soft_crop_r32_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0.25_p2,0.0500000000,2644,0.0665625528
2,soft_crop_r32_l0.25_p2,0.1000000000,2644,0.0663445851
2,soft_crop_r32_l0.25_p2,0.1500000000,2644,0.0661509441
2,soft_crop_r32_l0.25_p2,0.2000000000,2644,0.0659818442
2,soft_crop_r32_l0.25_p2,0.2500000000,2644,0.0658374744
2,soft_crop_r32_l0.25_p2,0.3000000000,2644,0.0657179976
2,soft_crop_r32_l0.25_p2,0.3500000000,2644,0.0656235499
2,soft_crop_r32_l0.25_p2,0.4000000000,2644,0.0655542393
2,soft_crop_r32_l0.25_p2,0.4500000000,2644,0.0655101458
2,soft_crop_r32_l0.25_p2,0.5000000000,2644,0.0654913202
2,soft_crop_r32_l0.25_p2,0.5500000000,2644,0.0654977844
2,soft_crop_r32_l0.25_p2,0.6000000000,2644,0.0655295307
2,soft_crop_r32_l0.25_p2,0.6500000000,2644,0.0655865226
2,soft_crop_r32_l0.25_p2,0.7000000000,2644,0.0656686944
2,soft_crop_r32_l0.25_p2,0.7500000000,2644,0.0657759515
2,soft_crop_r32_l0.25_p2,0.8000000000,2644,0.0659081716
2,soft_crop_r32_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l0.25_p4,0.0500000000,2644,0.0665534971
2,soft_crop_r32_l0.25_p4,0.1000000000,2644,0.0663280934
2,soft_crop_r32_l0.25_p4,0.1500000000,2644,0.0661286612
2,soft_crop_r32_l0.25_p4,0.2000000000,2644,0.0659554360
2,soft_crop_r32_l0.25_p4,0.2500000000,2644,0.0658086248
2,soft_crop_r32_l0.25_p4,0.3000000000,2644,0.0656884047
2,soft_crop_r32_l0.25_p4,0.3500000000,2644,0.0655949218
2,soft_crop_r32_l0.25_p4,0.4000000000,2644,0.0655282907
2,soft_crop_r32_l0.25_p4,0.4500000000,2644,0.0654885932
2,soft_crop_r32_l0.25_p4,0.5000000000,2644,0.0654758784
2,soft_crop_r32_l0.25_p4,0.5500000000,2644,0.0654901620
2,soft_crop_r32_l0.25_p4,0.6000000000,2644,0.0655314263
2,soft_crop_r32_l0.25_p4,0.6500000000,2644,0.0655996205
2,soft_crop_r32_l0.25_p4,0.7000000000,2644,0.0656946605
2,soft_crop_r32_l0.25_p4,0.7500000000,2644,0.0658164303
2,soft_crop_r32_l0.25_p4,0.8000000000,2644,0.0659647816
2,soft_crop_r32_l1_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l1_p1,0.0500000000,2644,0.0666024887
2,soft_crop_r32_l1_p1,0.1000000000,2644,0.0664199745
2,soft_crop_r32_l1_p1,0.1500000000,2644,0.0662572286
2,soft_crop_r32_l1_p1,0.2000000000,2644,0.0661143970
2,soft_crop_r32_l1_p1,0.2500000000,2644,0.0659916091
2,soft_crop_r32_l1_p1,0.3000000000,2644,0.0658889768
2,soft_crop_r32_l1_p1,0.3500000000,2644,0.0658065945
2,soft_crop_r32_l1_p1,0.4000000000,2644,0.0657445383
2,soft_crop_r32_l1_p1,0.4500000000,2644,0.0657028658
2,soft_crop_r32_l1_p1,0.5000000000,2644,0.0656816158
2,soft_crop_r32_l1_p1,0.5500000000,2644,0.0656808081
2,soft_crop_r32_l1_p1,0.6000000000,2644,0.0657004435
2,soft_crop_r32_l1_p1,0.6500000000,2644,0.0657405036
2,soft_crop_r32_l1_p1,0.7000000000,2644,0.0658009512
2,soft_crop_r32_l1_p1,0.7500000000,2644,0.0658817301
2,soft_crop_r32_l1_p1,0.8000000000,2644,0.0659827657
2,soft_crop_r32_l1_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l1_p2,0.0500000000,2644,0.0665739800
2,soft_crop_r32_l1_p2,0.1000000000,2644,0.0663657855
2,soft_crop_r32_l1_p2,0.1500000000,2644,0.0661802375
2,soft_crop_r32_l1_p2,0.2000000000,2644,0.0660175270
2,soft_crop_r32_l1_p2,0.2500000000,2644,0.0658778232
2,soft_crop_r32_l1_p2,0.3000000000,2644,0.0657612728
2,soft_crop_r32_l1_p2,0.3500000000,2644,0.0656679989
2,soft_crop_r32_l1_p2,0.4000000000,2644,0.0655981009
2,soft_crop_r32_l1_p2,0.4500000000,2644,0.0655516536
2,soft_crop_r32_l1_p2,0.5000000000,2644,0.0655287069
2,soft_crop_r32_l1_p2,0.5500000000,2644,0.0655292853
2,soft_crop_r32_l1_p2,0.6000000000,2644,0.0655533884
2,soft_crop_r32_l1_p2,0.6500000000,2644,0.0656009901
2,soft_crop_r32_l1_p2,0.7000000000,2644,0.0656720395
2,soft_crop_r32_l1_p2,0.7500000000,2644,0.0657664603
2,soft_crop_r32_l1_p2,0.8000000000,2644,0.0658841523
2,soft_crop_r32_l1_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r32_l1_p4,0.0500000000,2644,0.0665586120
2,soft_crop_r32_l1_p4,0.1000000000,2644,0.0663373736
2,soft_crop_r32_l1_p4,0.1500000000,2644,0.0661411425
2,soft_crop_r32_l1_p4,0.2000000000,2644,0.0659701419
2,soft_crop_r32_l1_p4,0.2500000000,2644,0.0658245683
2,soft_crop_r32_l1_p4,0.3000000000,2644,0.0657045908
2,soft_crop_r32_l1_p4,0.3500000000,2644,0.0656103498
2,soft_crop_r32_l1_p4,0.4000000000,2644,0.0655419564
2,soft_crop_r32_l1_p4,0.4500000000,2644,0.0654994914
2,soft_crop_r32_l1_p4,0.5000000000,2644,0.0654830053
2,soft_crop_r32_l1_p4,0.5500000000,2644,0.0654925178
2,soft_crop_r32_l1_p4,0.6000000000,2644,0.0655280175
2,soft_crop_r32_l1_p4,0.6500000000,2644,0.0655894623
2,soft_crop_r32_l1_p4,0.7000000000,2644,0.0656767792
2,soft_crop_r32_l1_p4,0.7500000000,2644,0.0657898654
2,soft_crop_r32_l1_p4,0.8000000000,2644,0.0659285881
2,soft_all_r32_l0_p1,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0_p1,0.0500000000,2644,0.0666888938
2,soft_all_r32_l0_p1,0.1000000000,2644,0.0665910906
2,soft_all_r32_l0_p1,0.1500000000,2644,0.0665112787
2,soft_all_r32_l0_p1,0.2000000000,2644,0.0664495229
2,soft_all_r32_l0_p1,0.2500000000,2644,0.0664058736
2,soft_all_r32_l0_p1,0.3000000000,2644,0.0663803666
2,soft_all_r32_l0_p1,0.3500000000,2644,0.0663730226
2,soft_all_r32_l0_p1,0.4000000000,2644,0.0663838479
2,soft_all_r32_l0_p1,0.4500000000,2644,0.0664128334
2,soft_all_r32_l0_p1,0.5000000000,2644,0.0664599554
2,soft_all_r32_l0_p1,0.5500000000,2644,0.0665251754
2,soft_all_r32_l0_p1,0.6000000000,2644,0.0666084402
2,soft_all_r32_l0_p1,0.6500000000,2644,0.0667096823
2,soft_all_r32_l0_p1,0.7000000000,2644,0.0668288199
2,soft_all_r32_l0_p1,0.7500000000,2644,0.0669657575
2,soft_all_r32_l0_p1,0.8000000000,2644,0.0671203862
2,soft_all_r32_l0_p2,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0_p2,0.0500000000,2644,0.0666883862
2,soft_all_r32_l0_p2,0.1000000000,2644,0.0665916508
2,soft_all_r32_l0_p2,0.1500000000,2644,0.0665144882
2,soft_all_r32_l0_p2,0.2000000000,2644,0.0664569663
2,soft_all_r32_l0_p2,0.2500000000,2644,0.0664191364
2,soft_all_r32_l0_p2,0.3000000000,2644,0.0664010320
2,soft_all_r32_l0_p2,0.3500000000,2644,0.0664026693
2,soft_all_r32_l0_p2,0.4000000000,2644,0.0664240468
2,soft_all_r32_l0_p2,0.4500000000,2644,0.0664651455
2,soft_all_r32_l0_p2,0.5000000000,2644,0.0665259289
2,soft_all_r32_l0_p2,0.5500000000,2644,0.0666063429
2,soft_all_r32_l0_p2,0.6000000000,2644,0.0667063167
2,soft_all_r32_l0_p2,0.6500000000,2644,0.0668257625
2,soft_all_r32_l0_p2,0.7000000000,2644,0.0669645760
2,soft_all_r32_l0_p2,0.7500000000,2644,0.0671226371
2,soft_all_r32_l0_p2,0.8000000000,2644,0.0672998102
2,soft_all_r32_l0_p4,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0_p4,0.0500000000,2644,0.0666940372
2,soft_all_r32_l0_p4,0.1000000000,2644,0.0666054759
2,soft_all_r32_l0_p4,0.1500000000,2644,0.0665390132
2,soft_all_r32_l0_p4,0.2000000000,2644,0.0664947154
2,soft_all_r32_l0_p4,0.2500000000,2644,0.0664726268
2,soft_all_r32_l0_p4,0.3000000000,2644,0.0664727695
2,soft_all_r32_l0_p4,0.3500000000,2644,0.0664951434
2,soft_all_r32_l0_p4,0.4000000000,2644,0.0665397261
2,soft_all_r32_l0_p4,0.4500000000,2644,0.0666064730
2,soft_all_r32_l0_p4,0.5000000000,2644,0.0666953175
2,soft_all_r32_l0_p4,0.5500000000,2644,0.0668061714
2,soft_all_r32_l0_p4,0.6000000000,2644,0.0669389255
2,soft_all_r32_l0_p4,0.6500000000,2644,0.0670934497
2,soft_all_r32_l0_p4,0.7000000000,2644,0.0672695940
2,soft_all_r32_l0_p4,0.7500000000,2644,0.0674671891
2,soft_all_r32_l0_p4,0.8000000000,2644,0.0676860470
2,soft_all_r32_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0.25_p1,0.0500000000,2644,0.0666896745
2,soft_all_r32_l0.25_p1,0.1000000000,2644,0.0665923424
2,soft_all_r32_l0.25_p1,0.1500000000,2644,0.0665126902
2,soft_all_r32_l0.25_p1,0.2000000000,2644,0.0664507814
2,soft_all_r32_l0.25_p1,0.2500000000,2644,0.0664066658
2,soft_all_r32_l0.25_p1,0.3000000000,2644,0.0663803786
2,soft_all_r32_l0.25_p1,0.3500000000,2644,0.0663719413
2,soft_all_r32_l0.25_p1,0.4000000000,2644,0.0663813604
2,soft_all_r32_l0.25_p1,0.4500000000,2644,0.0664086285
2,soft_all_r32_l0.25_p1,0.5000000000,2644,0.0664537236
2,soft_all_r32_l0.25_p1,0.5500000000,2644,0.0665166095
2,soft_all_r32_l0.25_p1,0.6000000000,2644,0.0665972356
2,soft_all_r32_l0.25_p1,0.6500000000,2644,0.0666955377
2,soft_all_r32_l0.25_p1,0.7000000000,2644,0.0668114378
2,soft_all_r32_l0.25_p1,0.7500000000,2644,0.0669448445
2,soft_all_r32_l0.25_p1,0.8000000000,2644,0.0670956533
2,soft_all_r32_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0.25_p2,0.0500000000,2644,0.0666879970
2,soft_all_r32_l0.25_p2,0.1000000000,2644,0.0665907396
2,soft_all_r32_l0.25_p2,0.1500000000,2644,0.0665129222
2,soft_all_r32_l0.25_p2,0.2000000000,2644,0.0664546129
2,soft_all_r32_l0.25_p2,0.2500000000,2644,0.0664158632
2,soft_all_r32_l0.25_p2,0.3000000000,2644,0.0663967073
2,soft_all_r32_l0.25_p2,0.3500000000,2644,0.0663971621
2,soft_all_r32_l0.25_p2,0.4000000000,2644,0.0664172273
2,soft_all_r32_l0.25_p2,0.4500000000,2644,0.0664568851
2,soft_all_r32_l0.25_p2,0.5000000000,2644,0.0665161004
2,soft_all_r32_l0.25_p2,0.5500000000,2644,0.0665948210
2,soft_all_r32_l0.25_p2,0.6000000000,2644,0.0666929780
2,soft_all_r32_l0.25_p2,0.6500000000,2644,0.0668104856
2,soft_all_r32_l0.25_p2,0.7000000000,2644,0.0669472420
2,soft_all_r32_l0.25_p2,0.7500000000,2644,0.0671031294
2,soft_all_r32_l0.25_p2,0.8000000000,2644,0.0672780149
2,soft_all_r32_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_all_r32_l0.25_p4,0.0500000000,2644,0.0666936620
2,soft_all_r32_l0.25_p4,0.1000000000,2644,0.0666045822
2,soft_all_r32_l0.25_p4,0.1500000000,2644,0.0665374577
2,soft_all_r32_l0.25_p4,0.2000000000,2644,0.0664923550
2,soft_all_r32_l0.25_p4,0.2500000000,2644,0.0664693190
2,soft_all_r32_l0.25_p4,0.3000000000,2644,0.0664683726
2,soft_all_r32_l0.25_p4,0.3500000000,2644,0.0664895167
2,soft_all_r32_l0.25_p4,0.4000000000,2644,0.0665327302
2,soft_all_r32_l0.25_p4,0.4500000000,2644,0.0665979703
2,soft_all_r32_l0.25_p4,0.5000000000,2644,0.0666851722
2,soft_all_r32_l0.25_p4,0.5500000000,2644,0.0667942499
2,soft_all_r32_l0.25_p4,0.6000000000,2644,0.0669250966
2,soft_all_r32_l0.25_p4,0.6500000000,2644,0.0670775847
2,soft_all_r32_l0.25_p4,0.7000000000,2644,0.0672515671
2,soft_all_r32_l0.25_p4,0.7500000000,2644,0.0674468774
2,soft_all_r32_l0.25_p4,0.8000000000,2644,0.0676633310
2,soft_all_r32_l1_p1,0.0000000000,2644,0.0668046092
2,soft_all_r32_l1_p1,0.0500000000,2644,0.0666911771
2,soft_all_r32_l1_p1,0.1000000000,2644,0.0665948163
2,soft_all_r32_l1_p1,0.1500000000,2644,0.0665156010
2,soft_all_r32_l1_p1,0.2000000000,2644,0.0664535926
2,soft_all_r32_l1_p1,0.2500000000,2644,0.0664088393
2,soft_all_r32_l1_p1,0.3000000000,2644,0.0663813759
2,soft_all_r32_l1_p1,0.3500000000,2644,0.0663712240
2,soft_all_r32_l1_p1,0.4000000000,2644,0.0663783914
2,soft_all_r32_l1_p1,0.4500000000,2644,0.0664028725
2,soft_all_r32_l1_p1,0.5000000000,2644,0.0664446483
2,soft_all_r32_l1_p1,0.5500000000,2644,0.0665036861
2,soft_all_r32_l1_p1,0.6000000000,2644,0.0665799400
2,soft_all_r32_l1_p1,0.6500000000,2644,0.0666733509
2,soft_all_r32_l1_p1,0.7000000000,2644,0.0667838469
2,soft_all_r32_l1_p1,0.7500000000,2644,0.0669113433
2,soft_all_r32_l1_p1,0.8000000000,2644,0.0670557431
2,soft_all_r32_l1_p2,0.0000000000,2644,0.0668046092
2,soft_all_r32_l1_p2,0.0500000000,2644,0.0666876377
2,soft_all_r32_l1_p2,0.1000000000,2644,0.0665896654
2,soft_all_r32_l1_p2,0.1500000000,2644,0.0665107761
2,soft_all_r32_l1_p2,0.2000000000,2644,0.0664510379
2,soft_all_r32_l1_p2,0.2500000000,2644,0.0664105025
2,soft_all_r32_l1_p2,0.3000000000,2644,0.0663892049
2,soft_all_r32_l1_p2,0.3500000000,2644,0.0663871638
2,soft_all_r32_l1_p2,0.4000000000,2644,0.0664043810
2,soft_all_r32_l1_p2,0.4500000000,2644,0.0664408413
2,soft_all_r32_l1_p2,0.5000000000,2644,0.0664965133
2,soft_all_r32_l1_p2,0.5500000000,2644,0.0665713486
2,soft_all_r32_l1_p2,0.6000000000,2644,0.0666652828
2,soft_all_r32_l1_p2,0.6500000000,2644,0.0667782353
2,soft_all_r32_l1_p2,0.7000000000,2644,0.0669101096
2,soft_all_r32_l1_p2,0.7500000000,2644,0.0670607943
2,soft_all_r32_l1_p2,0.8000000000,2644,0.0672301629
2,soft_all_r32_l1_p4,0.0000000000,2644,0.0668046092
2,soft_all_r32_l1_p4,0.0500000000,2644,0.0666930801
2,soft_all_r32_l1_p4,0.1000000000,2644,0.0666030829
2,soft_all_r32_l1_p4,0.1500000000,2644,0.0665347050
2,soft_all_r32_l1_p4,0.2000000000,2644,0.0664880132
2,soft_all_r32_l1_p4,0.2500000000,2644,0.0664630531
2,soft_all_r32_l1_p4,0.3000000000,2644,0.0664598492
2,soft_all_r32_l1_p4,0.3500000000,2644,0.0664784047
2,soft_all_r32_l1_p4,0.4000000000,2644,0.0665187014
2,soft_all_r32_l1_p4,0.4500000000,2644,0.0665806997
2,soft_all_r32_l1_p4,0.5000000000,2644,0.0666643392
2,soft_all_r32_l1_p4,0.5500000000,2644,0.0667695385
2,soft_all_r32_l1_p4,0.6000000000,2644,0.0668961959
2,soft_all_r32_l1_p4,0.6500000000,2644,0.0670441898
2,soft_all_r32_l1_p4,0.7000000000,2644,0.0672133792
2,soft_all_r32_l1_p4,0.7500000000,2644,0.0674036046
2,soft_all_r32_l1_p4,0.8000000000,2644,0.0676146884
