width,radius,source_profile,agg,held_seed,mode,alpha,n,coverage,rmse,base_rmse,delta
12,32,True,mean,0,loo,0.4390243153,2644,0.9977307110,0.0701932936,0.0703032685,-0.0001099749
12,32,True,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0700796316,0.0703032685,-0.0002236369
12,32,True,mean,1,loo,0.3303541035,2644,0.9928139183,0.0617706401,0.0627891573,-0.0010185171
12,32,True,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0620746612,0.0627891573,-0.0007144961
12,32,True,mean,2,loo,0.3894986272,2644,0.9943267776,0.0645842484,0.0651086475,-0.0005243991
12,32,True,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0647093436,0.0651086475,-0.0003993039
12,32,True,mean,70404,loo,0.4011137013,2644,0.9947049924,0.0676519976,0.0680908876,-0.0004388901
12,32,True,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0677303235,0.0680908876,-0.0003605642
12,32,True,exp,0,loo,0.4284130345,2644,0.9977307110,0.0699441084,0.0703032685,-0.0003591601
12,32,True,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0699332115,0.0703032685,-0.0003700570
12,32,True,exp,1,loo,0.3722508712,2644,0.9928139183,0.0617564880,0.0627891573,-0.0010326692
12,32,True,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0620661755,0.0627891573,-0.0007229818
12,32,True,exp,2,loo,0.3914940620,2644,0.9943267776,0.0643748686,0.0651086475,-0.0007337789
12,32,True,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0645707818,0.0651086475,-0.0005378657
12,32,True,exp,70404,loo,0.3960471588,2644,0.9947049924,0.0674150286,0.0680908876,-0.0006758590
12,32,True,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0675844484,0.0680908876,-0.0005064392
16,2,False,inv1,0,loo,0.1963389456,2644,0.9761724660,0.0696279281,0.0703032685,-0.0006753404
16,2,False,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0696304848,0.0703032685,-0.0006727837
16,2,False,inv1,1,loo,0.1960089663,2644,0.9670953101,0.0619849155,0.0627891573,-0.0008042418
16,2,False,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0619878456,0.0627891573,-0.0008013117
16,2,False,inv1,2,loo,0.2012956008,2644,0.9663388805,0.0645367005,0.0651086475,-0.0005719470
16,2,False,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0645347104,0.0651086475,-0.0005739371
16,2,False,inv1,70404,loo,0.1768052746,2644,0.9754160363,0.0669411357,0.0680908876,-0.0011497519
16,2,False,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0668890285,0.0680908876,-0.0012018591
16,2,False,inv2,0,loo,0.1898465337,2644,0.9761724660,0.0696668767,0.0703032685,-0.0006363918
16,2,False,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0696776481,0.0703032685,-0.0006256204
16,2,False,inv2,1,loo,0.1893085735,2644,0.9670953101,0.0620103765,0.0627891573,-0.0007787807
16,2,False,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0620222648,0.0627891573,-0.0007668924
16,2,False,inv2,2,loo,0.1919919818,2644,0.9663388805,0.0645006772,0.0651086475,-0.0006079703
16,2,False,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0645127283,0.0651086475,-0.0005959192
16,2,False,inv2,70404,loo,0.1695533341,2644,0.9754160363,0.0669446102,0.0680908876,-0.0011462774
16,2,False,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0668775140,0.0680908876,-0.0012133736
16,2,False,median,0,loo,0.1839472128,2644,0.9761724660,0.0695073396,0.0703032685,-0.0007959289
16,2,False,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0695014979,0.0703032685,-0.0008017706
16,2,False,median,1,loo,0.1902916512,2644,0.9670953101,0.0620268445,0.0627891573,-0.0007623127
16,2,False,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0620325834,0.0627891573,-0.0007565738
16,2,False,median,2,loo,0.2045442832,2644,0.9663388805,0.0647943592,0.0651086475,-0.0003142883
16,2,False,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0647821244,0.0651086475,-0.0003265231
16,2,False,median,70404,loo,0.1742582436,2644,0.9754160363,0.0670853522,0.0680908876,-0.0010055354
16,2,False,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0670392302,0.0680908876,-0.0010516574
16,2,False,mean,0,loo,0.1944814636,2644,0.9761724660,0.0696226686,0.0703032685,-0.0006805999
16,2,False,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0696256837,0.0703032685,-0.0006775848
16,2,False,mean,1,loo,0.1947079307,2644,0.9670953101,0.0620098667,0.0627891573,-0.0007792905
16,2,False,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0620133201,0.0627891573,-0.0007758372
16,2,False,mean,2,loo,0.2023354542,2644,0.9663388805,0.0646066348,0.0651086475,-0.0005020127
16,2,False,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0646024594,0.0651086475,-0.0005061881
16,2,False,mean,70404,loo,0.1757197358,2644,0.9754160363,0.0669858158,0.0680908876,-0.0011050718
16,2,False,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0669323285,0.0680908876,-0.0011585592
16,2,False,exp,0,loo,0.1964936898,2644,0.9761724660,0.0696190219,0.0703032685,-0.0006842466
16,2,False,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0696210144,0.0703032685,-0.0006822541
16,2,False,exp,1,loo,0.1964628747,2644,0.9670953101,0.0619932882,0.0627891573,-0.0007958691
16,2,False,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0619955370,0.0627891573,-0.0007936203
16,2,False,exp,2,loo,0.2033672823,2644,0.9663388805,0.0645779114,0.0651086475,-0.0005307361
16,2,False,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0645722926,0.0651086475,-0.0005363549
16,2,False,exp,70404,loo,0.1774502121,2644,0.9754160363,0.0669627717,0.0680908876,-0.0011281159
16,2,False,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0669124236,0.0680908876,-0.0011784640
16,2,True,inv1,0,loo,0.2812994006,2644,0.9761724660,0.0694782215,0.0703032685,-0.0008250470
16,2,True,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0695773525,0.0703032685,-0.0007259160
16,2,True,inv1,1,loo,0.2818383992,2644,0.9670953101,0.0618327337,0.0627891573,-0.0009564236
16,2,True,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0619451825,0.0627891573,-0.0008439747
16,2,True,inv1,2,loo,0.3099265999,2644,0.9663388805,0.0647171260,0.0651086475,-0.0003915215
16,2,True,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0646543396,0.0651086475,-0.0004543079
16,2,True,inv1,70404,loo,0.2817452694,2644,0.9754160363,0.0672623571,0.0680908876,-0.0008285305
16,2,True,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0673615839,0.0680908876,-0.0007293037
16,2,True,inv2,0,loo,0.2684999322,2644,0.9761724660,0.0694946727,0.0703032685,-0.0008085958
16,2,True,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0695753928,0.0703032685,-0.0007278757
16,2,True,inv2,1,loo,0.2701813493,2644,0.9670953101,0.0618750293,0.0627891573,-0.0009141280
16,2,True,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0619616921,0.0627891573,-0.0008274651
16,2,True,inv2,2,loo,0.2945440649,2644,0.9663388805,0.0647094578,0.0651086475,-0.0003991896
16,2,True,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0646558137,0.0651086475,-0.0004528338
16,2,True,inv2,70404,loo,0.2701217208,2644,0.9754160363,0.0672986824,0.0680908876,-0.0007922052
16,2,True,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0673751673,0.0680908876,-0.0007157203
16,2,True,median,0,loo,0.2866521891,2644,0.9761724660,0.0694149146,0.0703032685,-0.0008883539
16,2,True,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0695371825,0.0703032685,-0.0007660860
16,2,True,median,1,loo,0.2879420484,2644,0.9670953101,0.0617942047,0.0627891573,-0.0009949525
16,2,True,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0619278929,0.0627891573,-0.0008612643
16,2,True,median,2,loo,0.3230886550,2644,0.9663388805,0.0648013972,0.0651086475,-0.0003072503
16,2,True,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0647030164,0.0651086475,-0.0004056311
16,2,True,median,70404,loo,0.2891316215,2644,0.9754160363,0.0672684504,0.0680908876,-0.0008224373
16,2,True,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0673793043,0.0680908876,-0.0007115833
16,2,True,mean,0,loo,0.2800705165,2644,0.9761724660,0.0695140455,0.0703032685,-0.0007892230
16,2,True,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0696044348,0.0703032685,-0.0006988337
16,2,True,mean,1,loo,0.2793479398,2644,0.9670953101,0.0618510789,0.0627891573,-0.0009380784
16,2,True,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0619589679,0.0627891573,-0.0008301893
16,2,True,mean,2,loo,0.3094601930,2644,0.9663388805,0.0647500585,0.0651086475,-0.0003585890
16,2,True,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0646758284,0.0651086475,-0.0004328191
16,2,True,mean,70404,loo,0.2774938615,2644,0.9754160363,0.0672631008,0.0680908876,-0.0008277868
16,2,True,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0673640015,0.0680908876,-0.0007268861
16,2,True,exp,0,loo,0.2828473424,2644,0.9761724660,0.0694935074,0.0703032685,-0.0008097611
16,2,True,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0695912624,0.0703032685,-0.0007120061
16,2,True,exp,1,loo,0.2825421055,2644,0.9670953101,0.0618347942,0.0627891573,-0.0009543630
16,2,True,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0619494650,0.0627891573,-0.0008396922
16,2,True,exp,2,loo,0.3123093887,2644,0.9663388805,0.0647352648,0.0651086475,-0.0003733827
16,2,True,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0646649241,0.0651086475,-0.0004437234
16,2,True,exp,70404,loo,0.2815496598,2644,0.9754160363,0.0672563696,0.0680908876,-0.0008345180
16,2,True,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0673606020,0.0680908876,-0.0007302856
16,4,False,inv1,0,loo,0.2429636965,2644,0.9931921331,0.0694989448,0.0703032685,-0.0008043237
16,4,False,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0694941324,0.0703032685,-0.0008091361
16,4,False,inv1,1,loo,0.2378575473,2644,0.9863842663,0.0616626088,0.0627891573,-0.0011265485
16,4,False,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0616865598,0.0627891573,-0.0011025975
16,4,False,inv1,2,loo,0.2460253922,2644,0.9886535552,0.0643249649,0.0651086475,-0.0007836826
16,4,False,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0643007758,0.0651086475,-0.0008078717
16,4,False,inv1,70404,loo,0.2207442192,2644,0.9901664145,0.0667069167,0.0680908876,-0.0013839709
16,4,False,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0667636104,0.0680908876,-0.0013272772
16,4,False,inv2,0,loo,0.2165632755,2644,0.9931921331,0.0695798745,0.0703032685,-0.0007233940
16,4,False,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0695693500,0.0703032685,-0.0007339185
16,4,False,inv2,1,loo,0.2133772636,2644,0.9863842663,0.0618091364,0.0627891573,-0.0009800208
16,4,False,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0618066813,0.0627891573,-0.0009824759
16,4,False,inv2,2,loo,0.2184066102,2644,0.9886535552,0.0643831113,0.0651086475,-0.0007255362
16,4,False,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0643652440,0.0651086475,-0.0007434035
16,4,False,inv2,70404,loo,0.1941858605,2644,0.9901664145,0.0667841969,0.0680908876,-0.0013066907
16,4,False,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0667687473,0.0680908876,-0.0013221404
16,4,False,median,0,loo,0.2353976060,2644,0.9931921331,0.0693405686,0.0703032685,-0.0009626999
16,4,False,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0693843127,0.0703032685,-0.0009189558
16,4,False,median,1,loo,0.2426516785,2644,0.9863842663,0.0618360712,0.0627891573,-0.0009530861
16,4,False,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0618606771,0.0627891573,-0.0009284802
16,4,False,median,2,loo,0.2552365585,2644,0.9886535552,0.0645450631,0.0651086475,-0.0005635844
16,4,False,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0644966475,0.0651086475,-0.0006120000
16,4,False,median,70404,loo,0.2328543671,2644,0.9901664145,0.0670098874,0.0680908876,-0.0010810002
16,4,False,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0670615127,0.0680908876,-0.0010293749
16,4,False,mean,0,loo,0.2554541382,2644,0.9931921331,0.0694636362,0.0703032685,-0.0008396323
16,4,False,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0694730843,0.0703032685,-0.0008301842
16,4,False,mean,1,loo,0.2498447215,2644,0.9863842663,0.0615862429,0.0627891573,-0.0012029144
16,4,False,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0616358247,0.0627891573,-0.0011533325
16,4,False,mean,2,loo,0.2588395962,2644,0.9886535552,0.0642758884,0.0651086475,-0.0008327591
16,4,False,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0642632814,0.0651086475,-0.0008453661
16,4,False,mean,70404,loo,0.2360513009,2644,0.9901664145,0.0667293839,0.0680908876,-0.0013615037
16,4,False,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0668191461,0.0680908876,-0.0012717416
16,4,False,exp,0,loo,0.2511970168,2644,0.9931921331,0.0694677909,0.0703032685,-0.0008354776
16,4,False,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0694734202,0.0703032685,-0.0008298483
16,4,False,exp,1,loo,0.2462596313,2644,0.9863842663,0.0616283766,0.0627891573,-0.0011607807
16,4,False,exp,1,fixed020,0.2000000000,2644,0.9863842663,0.0616669843,0.0627891573,-0.0011221729
16,4,False,exp,2,loo,0.2553641417,2644,0.9886535552,0.0643156219,0.0651086475,-0.0007930256
16,4,False,exp,2,fixed020,0.2000000000,2644,0.9886535552,0.0642936245,0.0651086475,-0.0008150230
16,4,False,exp,70404,loo,0.2302573662,2644,0.9901664145,0.0667098630,0.0680908876,-0.0013810246
16,4,False,exp,70404,fixed020,0.2000000000,2644,0.9901664145,0.0667901591,0.0680908876,-0.0013007285
16,4,True,inv1,0,loo,0.3472587422,2644,0.9931921331,0.0694796538,0.0703032685,-0.0008236147
16,4,True,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0696232168,0.0703032685,-0.0006800517
16,4,True,inv1,1,loo,0.3315313760,2644,0.9863842663,0.0615260487,0.0627891573,-0.0012631085
16,4,True,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0618027042,0.0627891573,-0.0009864531
16,4,True,inv1,2,loo,0.3657886888,2644,0.9886535552,0.0645080175,0.0651086475,-0.0006006300
16,4,True,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0645206406,0.0651086475,-0.0005880068
16,4,True,inv1,70404,loo,0.3399747521,2644,0.9901664145,0.0671296649,0.0680908876,-0.0009612227
16,4,True,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0673243088,0.0680908876,-0.0007665788
16,4,True,inv2,0,loo,0.3057584867,2644,0.9931921331,0.0694685970,0.0703032685,-0.0008346715
16,4,True,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0695851930,0.0703032685,-0.0007180755
16,4,True,inv2,1,loo,0.2999123147,2644,0.9863842663,0.0616866587,0.0627891573,-0.0011024985
16,4,True,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0618568236,0.0627891573,-0.0009323337
16,4,True,inv2,2,loo,0.3285144592,2644,0.9886535552,0.0646056861,0.0651086475,-0.0005029614
16,4,True,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0645746394,0.0651086475,-0.0005340081
16,4,True,inv2,70404,loo,0.3027116012,2644,0.9901664145,0.0671956025,0.0680908876,-0.0008952851
16,4,True,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0673299893,0.0680908876,-0.0007608983
16,4,True,median,0,loo,0.3769371661,2644,0.9931921331,0.0695166272,0.0703032685,-0.0007866413
16,4,True,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0696905034,0.0703032685,-0.0006127651
16,4,True,median,1,loo,0.3653373778,2644,0.9863842663,0.0616942790,0.0627891573,-0.0010948783
16,4,True,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0619731296,0.0627891573,-0.0008160276
16,4,True,median,2,loo,0.3949279528,2644,0.9886535552,0.0645024219,0.0651086475,-0.0006062256
16,4,True,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0645639952,0.0651086475,-0.0005446523
16,4,True,median,70404,loo,0.3702876610,2644,0.9901664145,0.0672128634,0.0680908876,-0.0008780242
16,4,True,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0674278015,0.0680908876,-0.0006630862
16,4,True,mean,0,loo,0.3635433201,2644,0.9931921331,0.0696172061,0.0703032685,-0.0006860624
16,4,True,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0697142647,0.0703032685,-0.0005890038
16,4,True,mean,1,loo,0.3360860318,2644,0.9863842663,0.0614732099,0.0627891573,-0.0013159473
16,4,True,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0617852876,0.0627891573,-0.0010038697
16,4,True,mean,2,loo,0.3696328956,2644,0.9886535552,0.0644037503,0.0651086475,-0.0007048972
16,4,True,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0644731143,0.0651086475,-0.0006355332
16,4,True,mean,70404,loo,0.3500977048,2644,0.9901664145,0.0671631263,0.0680908876,-0.0009277613
16,4,True,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0673581702,0.0680908876,-0.0007327174
16,4,True,exp,0,loo,0.3595296944,2644,0.9931921331,0.0695285180,0.0703032685,-0.0007747505
16,4,True,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0696619326,0.0703032685,-0.0006413359
16,4,True,exp,1,loo,0.3389934117,2644,0.9863842663,0.0614949369,0.0627891573,-0.0012942204
16,4,True,exp,1,fixed020,0.2000000000,2644,0.9863842663,0.0617988564,0.0627891573,-0.0009903009
16,4,True,exp,2,loo,0.3739392225,2644,0.9886535552,0.0644672961,0.0651086475,-0.0006413514
16,4,True,exp,2,fixed020,0.2000000000,2644,0.9886535552,0.0645041725,0.0651086475,-0.0006044750
16,4,True,exp,70404,loo,0.3492581646,2644,0.9901664145,0.0671276068,0.0680908876,-0.0009632808
16,4,True,exp,70404,fixed020,0.2000000000,2644,0.9901664145,0.0673350818,0.0680908876,-0.0007558058
16,8,False,inv1,0,loo,0.2513196100,2644,0.9950832073,0.0694824617,0.0703032685,-0.0008208068
16,8,False,inv1,0,fixed020,0.2000000000,2644,0.9950832073,0.0694871853,0.0703032685,-0.0008160832
16,8,False,inv1,1,loo,0.2438341958,2644,0.9897881997,0.0615833961,0.0627891573,-0.0012057611
16,8,False,inv1,1,fixed020,0.2000000000,2644,0.9897881997,0.0616327269,0.0627891573,-0.0011564304
16,8,False,inv1,2,loo,0.2580695729,2644,0.9924357035,0.0644121123,0.0651086475,-0.0006965352
16,8,False,inv1,2,fixed020,0.2000000000,2644,0.9924357035,0.0643696141,0.0651086475,-0.0007390334
16,8,False,inv1,70404,loo,0.2296453085,2644,0.9916792738,0.0667269964,0.0680908876,-0.0013638913
16,8,False,inv1,70404,fixed020,0.2000000000,2644,0.9916792738,0.0668061693,0.0680908876,-0.0012847183
16,8,False,inv2,0,loo,0.2209807943,2644,0.9950832073,0.0695745134,0.0703032685,-0.0007287551
16,8,False,inv2,0,fixed020,0.2000000000,2644,0.9950832073,0.0695629786,0.0703032685,-0.0007402899
16,8,False,inv2,1,loo,0.2161463631,2644,0.9897881997,0.0617530701,0.0627891573,-0.0010360872
16,8,False,inv2,1,fixed020,0.2000000000,2644,0.9897881997,0.0617556188,0.0627891573,-0.0010335385
16,8,False,inv2,2,loo,0.2242967382,2644,0.9924357035,0.0644177231,0.0651086475,-0.0006909244
16,8,False,inv2,2,fixed020,0.2000000000,2644,0.9924357035,0.0643913172,0.0651086475,-0.0007173303
16,8,False,inv2,70404,loo,0.1982787432,2644,0.9916792738,0.0667778274,0.0680908876,-0.0013130602
16,8,False,inv2,70404,fixed020,0.2000000000,2644,0.9916792738,0.0667731972,0.0680908876,-0.0013176904
16,8,False,median,0,loo,0.2435573765,2644,0.9950832073,0.0694272281,0.0703032685,-0.0008760404
16,8,False,median,0,fixed020,0.2000000000,2644,0.9950832073,0.0694755035,0.0703032685,-0.0008277650
16,8,False,median,1,loo,0.2437371973,2644,0.9897881997,0.0617650263,0.0627891573,-0.0010241309
16,8,False,median,1,fixed020,0.2000000000,2644,0.9897881997,0.0618201770,0.0627891573,-0.0009689803
16,8,False,median,2,loo,0.2682586193,2644,0.9924357035,0.0647271974,0.0651086475,-0.0003814501
16,8,False,median,2,fixed020,0.2000000000,2644,0.9924357035,0.0646446786,0.0651086475,-0.0004639689
16,8,False,median,70404,loo,0.2403028599,2644,0.9916792738,0.0670947081,0.0680908876,-0.0009961796
16,8,False,median,70404,fixed020,0.2000000000,2644,0.9916792738,0.0671539676,0.0680908876,-0.0009369200
16,8,False,mean,0,loo,0.2533772394,2644,0.9950832073,0.0694564746,0.0703032685,-0.0008467939
16,8,False,mean,0,fixed020,0.2000000000,2644,0.9950832073,0.0694838104,0.0703032685,-0.0008194582
16,8,False,mean,1,loo,0.2452761832,2644,0.9897881997,0.0615424109,0.0627891573,-0.0012467464
16,8,False,mean,1,fixed020,0.2000000000,2644,0.9897881997,0.0616147022,0.0627891573,-0.0011744551
16,8,False,mean,2,loo,0.2674936869,2644,0.9924357035,0.0645440701,0.0651086475,-0.0005645774
16,8,False,mean,2,fixed020,0.2000000000,2644,0.9924357035,0.0644763146,0.0651086475,-0.0006323329
16,8,False,mean,70404,loo,0.2387668818,2644,0.9916792738,0.0668790061,0.0680908876,-0.0012118815
16,8,False,mean,70404,fixed020,0.2000000000,2644,0.9916792738,0.0669608725,0.0680908876,-0.0011300151
16,8,False,exp,0,loo,0.2587180693,2644,0.9950832073,0.0694485227,0.0703032685,-0.0008547458
16,8,False,exp,0,fixed020,0.2000000000,2644,0.9950832073,0.0694672719,0.0703032685,-0.0008359966
16,8,False,exp,1,loo,0.2518078395,2644,0.9897881997,0.0615539760,0.0627891573,-0.0012351813
